method,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,precision_mean,sensitivity_mean,specificity_mean
REVE_LinearProbe,0.3106666666666667,0.05444088099773482,0.2793213964867183,0.07649594527636487,0.3022695502754326,0.3106666666666667,0.8276666666666667
REVE_LoRA,0.31333333333333335,0.06618876325292974,0.2839158354212328,0.08658592303890202,0.29534387626668324,0.31333333333333335,0.8283333333333334
